Колотун Владимир Андреевич,3838,Юста,ул,Новопеределкинская
Котов Виталий Владимирович,3839,Яшалта,ул,Новопоселковая
Латыпов Роман Назарович,3840,Яшкуль,проселок,Новорублево
Мартиросян Лиана Рафиковна,3842,Бабынино,ул,Новорублевская
Микитюк Анна Леонтьевна,3843,Балабаново,ул,Новорублевская 2-я
Низовцов Олег Николаевич,3844,Барятино,ул,Новотушинская
Орлова Марина Владимировна,3845,Белоусово,проезд,Новотушинский
Потужный Петр Алексеевич,3846,Бетлица,проезд,Новохорошевский
Радойчин Геннадий Витальевич,3847,Боровск,ул,Новощукинская
Савченко Владимир Иванович,3848,Дугна,ул,Новые Сады 10-я
Соколенко Вера Ивановна,3849,Дудоровский,ул,Новые Сады 11-я
Тимошенко Олег Васильевич,3850,Думиничи,ул,Новые Сады 1-я
Фоменко Виталий Владимирович,3851,Еленский,ул,Новые Сады 2-я
Чердип Гхай Гхай,3852,Жиздра,ул,Новые Сады 3-я
Шеховцова Яна Владиславовна,3853,Износки,ул,Новые Сады 4-я
Щур Владимир Мирославович,3854,Калуга,ул,Новые Сады 5-я
Адамович Игорь Алексеевич,3855,Киров,ул,Новые Сады 6-я
Бауэр Владимир Владимирович,3856,Козельск,ул,Новые Сады 7-я
Василенко Оксана Николаевна,3857,Кондрово,ул,Новые Сады 8-я
Галака Галина Ивановна,3858,Людиново,ул,Новые Сады 9-я
Горач Павел Иванович,3859,Малоярославец,ш,Обводное
Даненко Евгений Васильевич,3860,Медынь,аллея,Одиннадцати Героев Саперов
Дрюков Сергей Анатольевич,3861,Мещовск,ул,Одинцовская
Ермак Сергей Григорьевич,3862,Мосальск,пл,Озерная
Заблоцкий Александр Антонович,3863,Обнинск,ул,Озерная
Иванов Анатолий Евгеньевич,3864,Перемышль,ул,Окружная
Кабарчук Владимир Анатольевич,3865,Спас-Деменск,ул,Октябрьская
Колесников Владимир Викторович,3866,Сухиничи,ул,Октябрьская
Курцев Вадим Александрович,3867,Таруса,ул,Олеко Дундича
Лабушева Оксана Владимировна,3868,Ульяново,проезд,Олимпийской Деревни
Мазур Виктор Петрович,3869,Ферзиково,ул,Оршанская
Минаев Владимир Юрьевич,3870,Хвастовичи,б-р,Осенний
Надточий Дмитрий Александрович,3871,Юхнов,ул,Осенняя
Павлий Александра Яковлевна,3873,Атласово,ул,Осипенко
Петренко Анатолий Николаевич,3874,Аянка,ул,Островная
Приходько Ирина Степановна,3875,Большерецк,проезд,Островной
Розмарица Александр Владимирович,12370942,Вилючинск,ул,Очаковская
Савицкий Владимир Зенонович,3411630,Елизово,ул,Очаковская Б.
Сербулов Василий Алексеевич,3876,Ильпырский,пер,Очаковский 1-й
Стинская Юлия Анатольевна,3877,Каменское,пер,Очаковский 2-й
Тарасенко Алексей Викторович,3878,Кировский,пер,Очаковский 3-й
Хоанг Дак Хоп,3879,Ключи,пер,Очаковский 4-й
Чемерис Виктор Григорьевич,3880,Крапивная,пер,Очаковский 5-й
Шевченко Владимир Витальевич,3881,Мильково,ш,Очаковское
Щоткин Александр Станиславович,3882,Никольское,ул,Палисадная
Явный Игорь Вячеславович,10499672,Озерновский,ул,Парковая
Артемов Анатолий Петрович,3883,Оссора,ул,Парковая
Базя Дмитрий Васильевич,3884,Палана,ул,Партизанская
Вергелес Ксения Марковна,3885,Парень,проезд,Парусный
Гайдаенко Неля Витальевна,3886,Пахачи,ул,Паршина
Гурин Александр Петрович,3887,Петропавловск-Камчатский,ул,Пенягинская
Данилов Василий Семенович,3888,Тигиль,ул,Пенягинская 1-я
Евчев Николай Васильевич,3889,Тиличики,ул,Пенягинская 2-я
Жанберов Роман Владимирович,3890,Усть-Большерецк,проезд,Пенягинский 1-й
Зелик Александр Иванович,3891,Усть-Камчатск,проезд,Пенягинский 2-й
Ильницкий Евгений Евгеньевич,3893,Амбарный,ул,Первомайская
Караульный Александр Алексеевич,3894,Беломорск,ул,Петра Алексеева
Коваленко Елена Анатольевна,3895,Валаам,пер,Петра Алексеева 1-й
Костусева Антонина Владимировна,3896,Вирандозеро,пер,Петра Алексеева 2-й
Кудрявцев Константин Витальевич,3897,Гирвас,ул,Пехотная
Лавренюк Максим Юрьевич,3898,Деревянка,пер,Пехотный 1-й
Ледовская Ирина Викторовна,3899,Идель,пер,Пехотный 2-й
Магеррамова Галина Ярославовна,3900,Ильинский,ул,Пивченкова
Новожилов Игорь Николаевич,3901,Импалахти,ул,Пилотская
Олейник Александр Алексеевич,3902,Калевала,проезд,Пинский
Павлюк Владимир Владимирович,3903,Кемь,ул,Пионерская
Плаксин Сергей Петрович,3904,Кестеньга,ул,Планерная
Рябуха Александр Николаевич,3905,Кондопога,ул,Платовская
Сайпашев Андрей Владимирович,3906,Костомукша,ул,Плотинная
Сесь Александр Михайлович,3907,Лахденпохья,пл,Победы
Старовойтенко Надежда Степановна,3908,Лоухи,ул,Подмосковная
Тетеря Александр Максимович,3909,Медвежьегорск,ул,Поклонная
Устименко Вадим Александрович,3910,Муезерский,ул,Покрышкина
Фесенко Яна Анатольевна,3911,Олонец,ул,Полевая
Цибульский Иван Степанович,3912,Петрозаводск,пер,Полевой
Чернышев Сергей Николаевич,3913,Питкяранта,проезд,Полесский
Широбоков Михаил Иванович,3914,Повенец,ул,Полосухина
Юрченко Игорь Валерьевич,3915,Пряжа,ул,Полоцкая
Яхлаков Алексей Петрович,3916,Пудож,ул,Попутная
Аврамченко Василий Исакович,3917,Сегежа,ул,Потылиха
Бабина Валентина Михайловна,3918,Сортавала,проезд,Походный
Бочковская Валентина Ивановна,3919,Софпорог,ул,Пржевальского
Ветрова София Федоровна,3920,Суоярви,ул,Приречная
Галатон Оксана Валерьевна,3922,Анжеро-Судженск,проезд,Причальный
Гордиенко Алексей Кузьмич,3923,Барзас,проезд,Проектируемый 1438-й
Гусар Анатолий Михайлович,3924,Белово,проезд,Проектируемый 153-й
Данькив Олег Михайлович,3925,Белогорск,проезд,Проектируемый 1980-й
Евдокимова Мария Васильевна,3926,Березовский,проезд,Проектируемый 4025-й
Жеглатый Николай Федорович,3927,Грамотеино,проезд,Проектируемый 5167-й
Завалин Игорь Вячеславович,3928,Гурьевск,проезд,Проектируемый 68-й
Захарчук Василий Владимирович,3929,Ижморский,ул,Производственная
Иванов Олег Николаевич,3930,Итатский,проезд,Промышленный
Исмаилов Энвер,3931,Калтан,ул,Прудовая
Казиев Владимир Иванович,3932,Кедровка,ул,Пудовкина
Клименко Иван Васильевич,3933,Кемерово,ш,Путилковское
Корнетова Юлия Владимировна,3934,Киселевск,ул,Пушкина
Краевой Эдуард Владимирович,3935,Крапивинский,ул,Пырьева
Лавриненко Василий Леонтиевич,3936,Ленинск-Кузнецкий,ш,Пятницкое
Литвин Алексей Григориевич,3937,Мариинск,ул,Радарная
Майтов Сергей Никитович,3938,Междуреченск,ул,Раевского
Мокрый Владимир Кирьянович,3939,Мыски,ул,Раменки
Недзельский Бронислав Францевич,3940,Новокузнецк,ул,Расплетина
Омер Йилмаз Сукру,3941,Осинники,ул,Рассказовская
Павлечко Петр Николаевич,3942,Прокопьевск,ул,Ращупкина
Пилевец Наталья Викторовна,3943,Промышленная,проезд,Резервный
Полищук Владимир Васильевич,3944,Тайга,ул,Рейсовая 1-я
Потер Юрий Гаврилович,3945,Таштагол,ул,Рейсовая 2-я
Радченко Марцелина Александровна,3946,Тисуль,ул,Рейсовая 3-я
Рымар Алина Борисовна,3947,Топки,ул,Рогова
Сазонов Сергей Васильевич,3948,Тяжинский,ул,Родионовская
Сиденко Евгений Игоревич,3949,Юрга,ул,Родниковая
Слюсар Сергей Борисович,3950,Яшкино,пл,Ромена Роллана
Сторожук Николай Андреевич,3951,Яя,ул,Рославка 1-я
Танцюра Сергей Викторович,3953,Арбаж,ул,Рославка 2-я
Ткаченко Александр Григорьевич,3954,Аркуль,ул,Рословка
Фернанду Карина Жозеевна,3955,Белая Холуница,проезд,Рубежный
Хилько Иван Платонович,3956,Богородское,п,Рублево
Царенко Иван Александрович,3957,Боровой,ул,Рублевская
Чагайна Анатолий Климович,3958,Верхошижемье,ш,Рублевское
Шило Юрий Петрович,5556050,Вятские Поляны,ш,Рублевское
Ярмачек Анатолий Николаевич,3959,Зуевка,ул,Рузская
Андрюхина Анна Андреевна,3960,Каринторф,ул,Рябиновая
Бадышев Сергей Геннадьевич,3961,Кикнур,ул,Саляма Адиля
Бондаренко Виктор Григорьевич,3962,Кильмезь,ул,Сафоновская
Васютинский Борис Федорович,3963,Киров,проезд,Светлогорский
Высоцкий Андрей Николаевич,3964,Кирово-Чепецк,ул,Свободы
Гавриленко Степан Васильевич,3965,Кирс,ул,Связистов
Головченко Игорь Владимирович,3966,Кобра,ул,Сеславинская
Губчак Петр Васильевич,3967,Котельнич,проезд,Сетуньский 1-й
Дворжицкий Павел Александрович,3968,Кумены,проезд,Сетуньский 2-й
Добровольский Юрий Дмитриевич,3969,Ленинское,проезд,Сетуньский 3-й
Дубинчук Оксана Витальевна,3970,Луза,проезд,Сетуньский 4-й
Ермилов Александр Федорович,3971,Малмыж,проезд,Силикатный 1-й
Жорник Виктор Григориевич,3972,Мураши,проезд,Силикатный 2-й
Заволока Анна Олеговна,3973,Нагорск,проезд,Силикатный 3-й
Иваницкий Андрей Андреевич,3974,Нема,проезд,Силикатный 4-й
Кавун Сергей Николаевич,3975,Нововятск,ш,Сколковское
Квасенко Ольга Васильевна,3976,Нолинск,ул,Скульптора Мухиной
Коваленко Андрей Игоревич,3977,Омутнинск,б-р,Славянский
Кононенко Василий Степанович,3978,Опарино,ул,Советская
Лактионов Олег Иванович,3979,Оричи,ул,Советская
Ломакин Виктор Андреевич,3980,Пижанка,ул,Советская
Макаринская Людмила Владимировна,3981,Подосиновец,ул,Соколово-Мещерская
Марчук Светлана Владимировна,3982,Санчурск,пр-кт,Солнцевский
Мильковский Владимир Владимирович,3983,Свеча,ул,Соловьиная Роща
Мотузко Иван Алексеевич,3984,Слободской,аллея,Сосновая
Назаревич Всеволод Николаевич,3985,Советск,ул,Сосновая
Новиков Роман Геннадьевич,3986,Суна,п,Сосновка
Оболенский Виктор Владимирович,3987,Тужа,ул,Спортивная
Островерх Олег Анатольевич,3988,Уни,ул,Староволынская
Павлийчук Виталий Анатольевич,3989,Уржум,ул,Старолучанская
Погарова Ольяна Матвеевна,3990,Фаленки,ш,Староможайское
Радченко Ольга Анатольевна,3991,Халтурин,ул,Староорловская
Романьков Максим Григорьевич,3992,Юрья,ул,Староспасская
Садовая Марина Владимировна,3993,Яранск,ул,Столетова
Симоненко Светлана Александровна,3995,Абезь,проезд,Стратонавтов
Смиян Игорь Витальевич,3996,Айкино,б-р,Строгинский
Спицкий Анатолий Васильевич,3997,Верхняя Инта,ш,Строгинское
Таиров Тагай Безотчества,3998,Визинга,проезд,Стройкомбината
Тесленко Владимир Васильевич,3999,Водный,проезд,Строительный
Узрютова Анна Федоровна,4000,Вожаель,ул,Студенческая
Федюрко Иван Григорьевич,4001,Воркута,ул,Сходненская
Хандрига Владимир Петрович,4002,Вуктыл,проезд,Сходненский
Цибулин Богдан Владимирович,4003,Гешарт,туп,Сходненский
Чендей Олег Иванович,4004,Елецкий,ул,Таллинская
Шаповал Георгий Викторович,4005,Емва,ул,Таманская
Шиленко Сергей Евгеньевич,4006,Заполярный,наб,Тараса Шевченко
Щербак Мария Ивановна,4007,Ижма,ул,Тарутинская
Юхно Виктор Макарович,4008,Инта,ул,Твардовского
Яковенко Геннадий Александрович,4009,Ираель,пер,Тепличный
Афанасьев Анатолий Иванович,4010,Каджером,п,Терехово
Андреева Мария Емельяновна,4011,Кажым,ул,Терешково
Алексеенко Сергей Васильевич,4012,Кожым,проезд,Толбухина
Бурьян Андрей Андреевич,4013,Койгородок,ул,Толбухина
Бортун Александр Адамович,4014,Корткерос,д,Толстопальцево
Бойцун Николай Васильевич,4015,Кослан,п,Толстопальцево
Бех Василий Петрович,4016,Объячево,проезд,Трикотажный
Воронина Роза Леонидовна,4017,Печора,проезд,Троекуровский
Витер Виктор Васильевич,4018,Сосногорск,ул,Тропаревская
Вежновец Сергей Анатольевич,4019,Сыктывкар,ул,Тупиковая
Гуцелюк Владимир Иванович,4020,Троицко-Печерск,ул,Туристская
Громов Виктор Константинович,4021,Усинск,проезд,Туркменский
Гордеева Елизавета Васильевна,4022,Усогорск,ул,Тучковская
Голубка Петр Петрович,4023,Усть-Кулом,ул,Тушинская
Дяденчук Василий Никитович,4024,Усть-Цильма,проезд,Тушинский 1-й
Дубовикова Людмила Ивановна,4025,Ухта,проезд,Тушинский 2-й
Дорохова Ольга Валерьевна,4027,Антропово,проезд,Тушинский 3-й
Дереглазов Вячеслав Владимирович,4028,Боговарово,ул,Тюльпанная
Ефремов Сергей Викторович,4029,Буй,пер,Уваровский
Жидун Алла Яковлевна,4030,Волгореченск,ул,Удальцова
Зощин Владимир Васильевич,4031,Галич,б-р,Украинский
Захаровская Тамара Михайловна,4032,Горчуха,ул,Улофа Пальме
Ильинов Анатолий Иванович,4033,Зебляки,пл,Университетская
Иванов Владимир Иванович,4034,Кадый,пр-кт,Университетский
Кущ Сергей Александрович,4035,Кологрив,ул,Фабрициуса
Кузин Вадим Александрович,4036,Кострома,ул,Фабричная
Кривошеева Анна Владиславовна,4037,Красное-на-Волге,проезд,Фабричный
Коцюрубенко Анатолий Ильич,4038,Макарьев,ул,Федосьино
Лященко Сергей Иванович,4039,Мантурово,проезд,Федосьинский
Лупеха Галина Валентиновна,4040,Нерехта,проезд,Физкультурный
Листопад Алла Юрьевна,4041,Нея,наб,Филевская
Левенец Тарас Тарасович,4042,Островское,ул,Филевская 2-я
Мячин Сергей Владимирович,4043,Павино,ул,Филевская 3-я
Молот Татьяна Федоровна,4044,Парфентьево,ул,Филевская Б.
Миронинко Василий Васильевич,4045,Поназырево,ул,Филевская М.
Матвеев Александр Геннадиевич,4046,Солигалич,б-р,Филевский
Нерезько Виталий Алексеевич,4047,Судиславль,ул,Фомичевой
Ошмарин Владимир Иванович,4048,Сусанино,б-р,Химкинский
Осадчук Александр Иванович,4049,Чухлома,ул,Хорошевская 3-я
Прокуда Геннадий Владимирович,4050,Шарья,линия,Хорошевского Серебряного Бора 1-я
Полищук Елена Леонтьевна,4051,Шемятино,линия,Хорошевского Серебряного Бора 2-я
Пигаренко Алексей Евгеньевич,4053,Абинск,линия,Хорошевского Серебряного Бора 3-я
Перьков Александр Юрьевич,4054,Абрау-Дюрсо,линия,Хорошевского Серебряного Бора 4-я
Рудик Владимир Сергеевич,4055,Анапа,пер,Цариков
Ревуцкий Владимир Владимирович,4056,Апшеронск,проезд,Цветочный
Сыч Василий Владимирович,4057,Армавир,ул,Центральная
Стригунков Юрий Аркадьевич,4058,Архипо-Осиповка,ул,Центральная
Стельмах Василий Евгеньевич,4059,Афипский,ул,Центральная
Сорокин Алексей Геннадиевич,4060,Ахтырский,ул,Центральная
Тютерев Михаил Иванович,4061,Ачуево,проезд,Центральный Хорошевского Серебряного Бор
Трофименко Леонид Евгениевич,4062,Белореченск,ул,Циолковского
Ткаченко Виталий Викторович,4063,Верхнебаканский,ул,Чапаева
Тимощенко Сергей Станиславович,4064,Выселки,ул,Черепковская 3-я
Улаков Андрей Валентинович,4065,Геленджик,ул,Чехова
Франкович Михаил Миронович,4066,Гиагинская,ул,Чкалова
Фитисов Павел Михайлович,4067,Горячий Ключ,ул,Чоботовская
Фан Йехуа,4068,Джубга,аллея,Чоботовская 10-я
Хоруженко Надежда Александровна,4069,Динская,аллея,Чоботовская 11-я
Циков Валерий Семенович,4070,Ейск,аллея,Чоботовская 1-я
Чубко Константин Юрьевич,4071,Ильский,аллея,Чоботовская 2-я
Черногал Александра Елисеевна,4072,Кабардинка,аллея,Чоботовская 3-я
Черепюк Василий Анатольевич,4073,Калинино,аллея,Чоботовская 4-я
Шутов Сергей Владимирович,4074,Калининская,аллея,Чоботовская 5-я
Шкарапут Елена Андреевна,4075,Каменномостский,аллея,Чоботовская 6-я
Шек Фрида Александровна,4076,Каневская,аллея,Чоботовская 7-я
Швыдко Николай Викторович,4077,Кореновск,аллея,Чоботовская 8-я
Щуренко Игорь Александрович,4078,Красноармейская,аллея,Чоботовская 9-я
Юхименко Антонина Владимировна,4079,Краснодар,проезд,Чоботовский
Ячницкая Таисия Николаевна,4080,Кропоткин,наб,Шелепихинская
АГИШЕВА АННА ЮРЬЕВНА,4081,Крыловская,ул,Шеногина
БАРАНЕНКО АНАТОЛИЙ ТРОФИМОВИЧ,4082,Крымск,ул,Шолохова
БЕЗНОС НАДЕЖДА ЛОГВИНОВНА,2185858,Курганинск,ул,Штурвальная
БИЛЕЦ ВАСИЛИЙ ВАСИЛЬЕВИЧ,4083,Кущевская,ул,Штурманская
БОГИНИЧ ВАЛЕНТИНА АНАТОЛЬЕВНА,4084,Лабинск,ул,Шувалова
ВАРДОВСКИЙ АЛЕКСАНДР ВЛАДИМИРОВИЧ,4085,Лениградская,ул,Щорса
ВЛАСЮК АНАТОЛИЙ КИРИЛОВИЧ,4086,Майкоп,ул,Щукинская
ГАВРИЛКО ВИКТОР СЕМЕНОВИЧ,4087,Мостовской,проезд,Щукинский 3-й
ГЛАДКИЙ ЮРИЙ ИВАНОВИЧ,4088,Новороссийск,ул,Юровская
ГОРОДЕЦКИЙ РУСЛАН ВЛАДИМИРОВИЧ,4089,Отрадная,б-р,Яна Райниса
ГРИГОРЬЕВА ЮЛИЯ БОРИСОВНА,4090,Павловская,ул,Ярцевская
ДАНИЛЬЧЕНКО ВЯЧЕСЛАВ ГРИГОРЬЕВИЧ,4091,Приморско-Ахтарск,ул,1 Мая
ДИДЕНКО ВЕРА ПЕТРОВНА,4092,Северская,ул,2 Пятилетка
ДРЮЦКИЙ ВЛАДИМИР НИКОЛАЕВИЧ,4093,Славянск-на-Кубани,проезд,3-й
ЕВСТИФЕЕВ ВЛАДИМИР СТАНИСЛАВОВИЧ,4094,Сочи,проезд,474-й
БИЦ НАТАЛИЯ ПЕТРОВНА,4095,Староминская,проезд,4801-й
ЖУРАВЕЛЬ ВИКТОР ВАСИЛЬЕВИЧ,4096,Старощербиновская,проезд,4803-й
ЗАБОЛОТНЫЙ ВАСИЛИЙ ВЛАДИМИРОВИЧ,4097,Тбилисская,проезд,4806-й
ЗУБКО РОМАН ИВАНОВИЧ,4098,Темрюк,проезд,4807-й
ИВАНОВА ВАЛЕНТИНА АЛЕКСЕЕВНА,4099,Тимашевск,проезд,4914-й
КАВЕРЗИН ВАСИЛИЙ АЛЕКСАНДРОВИЧ,4100,Тихорецк,проезд,4919-й
КАЧУРЫНЕЦ АНАТОЛИЙ СЕМЕНОВИЧ,4101,Туапсе,проезд,4921-й
КОВАЛЬ ВАЛЕРИЙ НИКОЛАЕВИЧ,4102,Тульский,проезд,4922-й
КОЗЛЕНКО МАРИНА НИКОЛАЕВНА,4103,Усть-Лабинск,проезд,5253-й
ЛАГОДА РОМАН АЛЕКСАНДРОВИЧ,4104,Шовгеновский,проезд,5500-й
КУЗНЕЦОВ АНДРЕЙ ВИКТОРОВИЧ,10502714, Железногорск,проезд,5526-й
ЛЯПЧУК ИННА ВЛАДИМИРОВНА,4106,Абаза,проезд,657-й
МАЗАН АЛЕКСАНДР ВЛАДИМИРОВИЧ,4107,Абакан,проезд,673-й
МАМЕЦ АЛЕКСАНДР АНДРЕЕВИЧ,4108,Абан,проезд,684-й
МАРТЫНЮК ДМИТРИЙ ЮРЬЕВИЧ,4109,Агинское,проезд,687-й
МЕЛЬНИЧУК ВЛАДИМИР ВАСИЛЬЕВИЧ,4110,Артемовск,проезд,707-й
НАЙДЕНОВА ЕКАТЕРИНА СЕРГЕЕВНА,4111,Аскиз,проезд,710-й
НЕСТИЧУК ВАЛЕРИЙ НИКОЛАЕВИЧ,4112,Ачинск,п,Алабушево
ОЛЕЙНИКОВА ЛЮБОВЬ ИГНАТЬЕВНА,4113,Байкит,ул,Алабушевская
ПАЛЮЛИН АЛЕКСАНДР ВИКТОРОВИЧ,4114,Балахта,ул,Александровка
ПЕШКОВА ВАЛЕНТИНА ТИМОФЕЕВНА,4115,Балыкса,ул,Андреевка
ПОЛИНКАШ ВАСИЛИЙ МИХАЙЛОВИЧ,4116,Белый Яр,аллея,Березовая
ПОТАНИН ВАСИЛИЙ АНАТОЛЬЕВИЧ,4117,Бельтырский,ул,Болдов Ручей
РЕЗНИКОВА ЛЮДМИЛА ГЕННАДЬЕВНА,4118,Бея,ул,Вишневая
РУДАК ВИКТОР ИВАНОВИЧ,4119,Бискамжа,пр-кт,Генерала Алексеева
САВИН ИГОРЬ АЛЕКСЕЕВИЧ,4120,Боготол,ул,Гоголя
СЕРГЕЕВ ГЕННАДИЙ ЕВГЕНЬЕВИЧ,4121,Боград,ул,Дачная
СИМОНЕНКО РАИСА ИВАНОВНА,4122,Богучаны,ул,Заводская
СОКОЛОВ ВИКТОР ЯКОВЛЕВИЧ,4123,Большая Мурта,ул,Заводская
ТАРАСЕВИЧ ВАСИЛИЙ ВЛАДИМИРОВИЧ,4124,Большой Улуй,пер,Заводской
ТЕРЕЩЕНКО СЕРГЕЙ АЛЕКСАНДРОВИЧ,4125,Бородино,туп,Заводской
ТОМАШЕВСКИЙ НИКОЛАЙ ГРИГОРЬЕВИЧ,4126,Ванавара,проезд,Западный 1-й
УКРАИНЕЦ ОРЕСТ ЕВГЕНЬЕВИЧ,4127,Верхнеимбатск,проезд,Западный 2-й
ФЕДУЛОВ АЛЕКСАНДР ГЕОРГИЕВИЧ,4128,Горячегорск,проезд,Западный 3-й
ХАВАЛИЦ ТАТЬЯНА ФЕДОРОВНА,4129,Дзержинское,проезд,Западный 4-й
ЦАРУК НАДЕЖДА ЛЕОНИДОВНА,4130,Дивногорск,ул,Заречная
ЧЕНЕНОВА ЕЛЕНА МИХАЙЛОВНА,4131,Диксон,ул,Зеленая
ЧОПЕНКО АННА МИХАЙЛОВНА,4132,Дудинка,г,Зеленоград
ШАВЕРНОВ ВЛАДИМИР ИВАНОВИЧ,4133,Емельяново,ул,Калинина
ШКОДИНА АНАСТАСИЯ ВАДИМОВНА,4134,Енисейск,ул,Каменка
АЛЕКСЮК ЛЮДМИЛА ИЛЬИНИЧНА,4135,Ермаковское,аллея,Каштановая
АБУБИКЕРОВ РУСЛАН ИСМАИЛОВИЧ,4136,Заозерный,пл,Колумба
БЫЛИЦА МЕФОДИЙ НИКОЛАЕВИЧ,3409478,Зеленогорск,ул,Колхозная
БОЦМАН ВИКТОР МИХАЙЛОВИЧ,4137,Игарка,ул,Колхозная
БОЖЕСКУЛ МИХАИЛ ПЕТРОВИЧ,4138,Идринское,ул,Комсомольская
БЛАЖКО НИКОЛАЙ ИОСИПОВИЧ,4139,Иланский,ул,Крупской
ВЫСТОРОП ВАЛЕНТИНА АНДРЕЕВНА,4140,Ирбейское,пл,Крюковская
ВОЛОХА СЕРГЕЙ ОЛЕГОВИЧ,4141,Казачинское,тер,Крюковская эстакада
ЯПИН ВЛАДИМИР ПАВЛОВИЧ,4142,Канск,пер,Кутузова
ВАСИЛЬЕВ СЕРГЕЙ АЛЕКСАНДРОВИЧ,4143,Каратузское,д,Кутузово
ГУЧОК ИВАН СТЕПАНОВИЧ,4144,Караул,ул,Ленина
ГРИГОРЬЕВ РОМАН АНАТОЛЬЕВИЧ,4145,Кежма,ул,Лесная
ГОРДИЕНКО ОЛЕСЯ ПАВЛОВНА,6456567,Кодинск,ул,Лесная 2-я
ГОДУНКО ПЕТР АЛЕКСАНДРОВИЧ,4146,Козулька,аллея,Лесные Пруды
ДУХОТА ЕВГЕНИЙ ЮРЬЕВИЧ,4147,Копьево,ул,Летчика Полагушина
ДРЫГА ВАЛЕНТИНА ГЕОРГИЕВНА,4148,Краснотуранск,ул,Логвиненко
ДОВГАЛЬ АНТОНИНА ИВАНОВНА,4149,Красноярск,п,Малино
ДАШУНИН АЛЕКСАНДР ИГОРЕВИЧ,4150,Курагино,ул,Малинская
ЕФИМЧУК ПЕТР ПАВЛОВИЧ,4151,Лесосибирск,ул,Медведковская
ЖУРБА НИКОЛАЙ ФЕДОРОВИЧ,4152,Минусинск,ул,Михайловка
ЗЮЗИН АЛЕКСАНДР ПАНТЕЛЕЕВИЧ,4153,Мотыгино,пр-кт,Московский
ЗАРАЩАК СТЕПАН ГЕРАСИМОВИЧ,4154,Назарово,п,Назарьево
ЗАГОН ВЛАДИМИР ФЕДОРОВИЧ,4155,Нижний Ингаш,ул,Николая Злобина
ИЛЬЮХИНА ТАТЬЯНА МАРКОВНА,4156,Новоселово,проезд,Никольский
ИВАНЫШИН ЛУКА ИВАНОВИЧ,4157,Норильск,ул,Новая
КЫРЫК ПЕТР ИОСИФОВИЧ,4158,Партизанское,ул,Новокрюковская
КУРАНОВ АЛЕКСЕЙ МИХАЙЛОВИЧ,4159,Пировское,ул,Новомалино
КРАСНАЯ ЕЛЕНА АЛЕКСЕЕВНА,4160,Саяногорск,п,Новомалино
КОРОБКО АЛЕКСАНДР ПАВЛОВИЧ,4161,Северо-Енисейский,ул,Овражная
ЛЯХОВСКИЙ РУСЛАН ВЛАДИМИРОВИЧ,5020614,Сосновоборск,аллея,Озерная
ЛОГВИНЕНКО ВЛАДИМИР АЛЕКСЕЕВИЧ,4162,Тасеево,ул,Октябрьская
ЛИМАРОВ АЛЕКСАНДР АЛЕКСЕЕВИЧ,4163,Таштып,дор,Октябрьская ж.д. Московское 611 км
МУХАРТОВ РОМАН НИКОЛАЕВИЧ,4164,Тура,ул,Панфилова
МОСКАЛИК АДАМ ПАВЛОВИЧ,4165,Туруханск,пр-кт,Панфиловский
МИХАЙЛОВ НИКОЛАЙ ПАВЛОВИЧ,4166,Тюхтет,ул,Первомайская
МЕЖГОРОДСКАЯ СВЕТЛАНА СЕРГЕЕВНА,4167,Ужур,ул,Покровка
НОВИЦКИЙ ВИКТОР ИВАНОВИЧ,4168,Усть-Авам,ул,Полевая
НЕМЕЦ ВИТАЛИЙ ВЛАДИМИРОВИЧ,4169,Уяр,пл,Привокзальная
ОХРИМЕНКО ВЛАДИМИР ИВАНОВИЧ,4170,Хатанга,ул,Пролетарская
ПУПКО НИНА ЮРЬЕВНА,4171,Черемушки,ул,Прудная
ПОПКОВ АНДРЕЙ АНАТОЛЬЕВИЧ,4172,Черногорск,пер,Прудный
ПЛАТОНОВ ВИКТОР МИХАЙЛОВИЧ,4173,Шалинское,ул,Рабочая
ПИЛИПЕНКО МИХАИЛ ГАВРИЛОВИЧ,2479040,Шарыпово,ул,Радио
РЯБЧУН ВИКТОР НИКОЛАЕВИЧ,4174,Шира,ул,Радиоцентр
РОСЛЯКОВ ВИТАЛИЙ ФИЛИППОВИЧ,4175,Шушенское,ул,Ровная
СУХОМЛИН СЕРГЕЙ ВАСИЛЬЕВИЧ,4177,Варгаши,п,Рожки
СТЕФАНЕНКО ИГОРЬ ИОСИФОВИЧ,4178,Глядянское,проезд,Савелкинский
СОНЫЧ ЮРИЙ НИКОЛАЕВИЧ,4179,Далматово,ул,Садовая
СКЛЯРОВ НИКОЛАЙ ПЕТРОВИЧ,4180,Каргаполье,ул,Советская
ТЫШКО АНДРЕЙ ИЛЬИЧ,4181,Катайск,аллея,Солнечная
ТОРЯНИК АЛЕКСАНДР НИКОЛАЕВИЧ,4182,Кетово,ул,Солнечная
ЖЕГЛАТЫЙ АНАТОЛИЙ АЛЕКСАНДРОВИЧ,4183,Курган,аллея,Сосновая
ТЕРЕЩЕНКО АЛЕКСАНДР ЮХИМОВИЧ,4184,Куртамыш,проезд,Старокрюковский
УЛАЕВ ИГНАТ МАКСИМОВИЧ,4185,Лебяжье,ул,Филаретовская
ФУЛАД ХОСАИН ,4186,Макушино,ш,Фирсановское
